"Name","Country","Age","Height, cm","Weight","Sex","Date of birth","Gold","Silver","Bronze","Total","Sport"
"Oleg Verniaiev","Ukraine","18","161","","M","9/29/1993","0","0","0","0","Gymnastics - Artistic"
"Annabel Vernon","Great Britain","29","178","75","F","9/1/1982","0","0","0","0","Rowing"
"David Verraszto","Hungary","23","180","73","M","8/22/1988","0","0","0","0","Swimming"
"Evelyn Verraszto","Hungary","23","173","62","F","7/17/1989","0","0","0","0","Swimming"
"Sebastiaan Verschuren","Netherlands","23","193","83","M","10/7/1988","0","0","0","0","Swimming"
"Mechiel Versluis","Netherlands","25","198","93","M","7/29/1987","0","0","0","0","Rowing"
"Katrien Verstuyft","Belgium","30","170","61","F","7/21/1982","0","0","0","0","Triathlon"
"Bas Verwijlen","Netherlands","28","190","82","M","10/1/1983","0","0","0","0","Fencing"
"Cynthia Vanessa Vescan","France","20","170","72","F","2/7/1992","0","0","0","0","Wrestling"
"Jana Vesela","Czech Republic","28","194","86","F","12/31/1983","0","0","0","0","Basketball"
"Vitezslav Vesely","Czech Republic","29","186","94","M","2/27/1983","0","0","0","0","Athletics"
"Elena Vesnina","Russian Federation","26","180","65","F","8/1/1986","0","0","0","0","Tennis"
"Jovana Vesovic","Serbia","25","182","68","F","6/21/1987","0","0","0","0","Volleyball"
"Jan Vetesnik","Czech Republic","28","183","75","M","3/5/1984","0","0","0","0","Rowing"
"Ondrej Vetesnik","Czech Republic","28","182","73","M","3/5/1984","0","0","0","0","Rowing"
"Valentina Vezzali","Italy","38","164","53","F","2/14/1974","1","0","1","2","Fencing"
"Sandro Viana","Brazil","35","","","M","3/26/1977","0","0","0","0","Athletics"
"Frano Vican","Croatia","36","192","94","M","1/24/1976","0","0","0","0","Water Polo"
"Jimmy Vicaut","France","20","184","76","M","2/27/1992","0","0","0","0","Athletics"
"Astrida Vicente","Angola","33","177","69","F","10/6/1978","0","0","0","0","Basketball"
"Ariannis Vichy","Cuba","23","","","F","5/18/1989","0","0","0","0","Athletics"
"Ingrid Vidal","Colombia","21","158","54","F","4/22/1991","0","0","0","0","Football"
"Laurent Vidal","France","28","184","64","M","2/18/1984","0","0","0","0","Triathlon"
"Katerina Vidiaux Lopez","Cuba","25","","","F","6/9/1987","0","0","0","0","Wrestling"
"Nestor Vidrio","Mexico","23","179","69","M","3/22/1989","0","0","0","0","Football"
"Joelma Viegas","Angola","25","168","63","F","10/15/1986","0","0","0","0","Handball"
"Jessica Teixeira Vieira","Mozambique","20","166","60","F","11/13/1991","0","0","0","0","Swimming"
"Joao Vieira","Portugal","36","175","59","M","2/20/1976","0","0","0","0","Athletics"
"Marta Vieira da Silva","Brazil","26","161","57","F","2/19/1986","0","0","0","0","Football"
"Marcelo Vieira Da Silva Junior","Brazil","24","173","72","M","5/12/1988","0","0","0","0","Football"
"Robenilson Vieira de Jesus","Brazil","24","167","","M","9/24/1987","0","0","0","0","Boxing"
"Givanildo Vieira De Sousa","Brazil","26","178","91","M","7/25/1986","0","0","0","0","Football"
"Marquinhos Vieira Sousa","Brazil","28","207","102","M","5/31/1984","0","0","0","0","Basketball"
"Natalya Vieru","Russian Federation","23","198","85","F","7/25/1989","0","0","0","0","Basketball"
"Federico Matias Vieyra","Argentina","24","192","90","M","7/21/1988","0","0","0","0","Handball"
"Sabrina Viguier","France","31","169","59","F","1/4/1981","0","0","0","0","Football"
"Rachelle Viinberg","Canada","33","183","74","F","4/30/1979","0","1","0","1","Rowing"
"Vijender","India","26","","","M","10/29/1985","0","0","0","0","Boxing"
"Krishan Vikas","India","20","","","M","2/10/1992","0","0","0","0","Boxing"
"Lucas Vila","Argentina","25","172","75","M","8/23/1986","0","0","0","0","Hockey"
"Matias Vila","Argentina","33","175","76","M","7/7/1979","0","0","0","0","Hockey"
"Rodrigo Vila","Argentina","30","178","77","M","10/23/1981","0","0","0","0","Hockey"
"Nothando Vilakazi","South Africa","23","155","55","F","10/28/1988","0","0","0","0","Football"
"Mariaesthela Vilera","Venezuela","23","165","70","F","12/26/1988","0","0","0","0","Cycling - Track"
"Tinne Vilhelmson Silfven","Sweden","45","165","58","F","7/12/1967","0","0","0","0","Equestrian"
"Annari Viljoen","South Africa","25","173","58","F","1/16/1987","0","0","0","0","Badminton"
"Sunette Viljoen","South Africa","28","170","70","F","10/6/1983","0","0","0","0","Athletics"
"Willem Viljoen","South Africa","27","182","79","M","3/5/1985","0","0","0","0","Badminton"
"Brenda Villa","United States of America","32","163","79","F","4/18/1980","0","0","0","0","Water Polo"
"Sebastian Villa Castaneda","Colombia","20","164","54","M","2/21/1992","0","0","0","0","Diving"
"Erika Villaecija Garcia","Spain","28","177","61","F","6/2/1984","0","0","0","0","Swimming"
"Jesus Villafane  Marquina","Venezuela","25","187","83","M","11/19/1986","0","0","0","0","Beach Volleyball"
"Eduar Villanueva","Venezuela","27","172","65","M","12/29/1984","0","0","0","0","Athletics"
"Paulo Villar","Colombia","34","183","73","M","7/28/1978","0","0","0","0","Athletics"
"Rusmeris Villar Barbosa","Colombia","29","159","53","F","3/28/1983","0","0","0","0","Weightlifting"
"Cesar Villarraga Aldana","Colombia","26","174","","M","9/22/1985","0","0","0","0","Boxing"
"Danielle Villars","Switzerland","19","178","60","F","3/6/1993","0","0","0","0","Swimming"
"Linda Melanie Villumsen","New Zealand","27","165","85","F","4/9/1985","0","0","0","0","Cycling - Road"
"Karen Vilorio Muchnik","Honduras","19","160","50","F","5/27/1993","0","0","0","0","Swimming"
"Gawain Vincent","Great Britain","22","186","83","M","3/9/1990","0","0","0","0","Handball"
"Jake Vincent","Great Britain","23","197","98","M","6/24/1989","0","0","0","0","Water Polo"
"Roberta Vinci","Italy","29","164","58","F","2/18/1983","0","0","0","0","Tennis"
"Michael Vingerling","Netherlands","22","184","71","M","6/28/1990","0","0","0","0","Cycling - Mountain Bike, Cycling - Track"
"Alexandr Vinokurov","Kazakhstan","38","176","69","M","9/16/1973","1","0","0","1","Cycling - Road"
"Savannah Vinsant","United States of America","19","160","","F","6/25/1993","0","0","0","0","Trampoline"
"Brittany Viola","United States of America","25","165","61","F","4/19/1987","0","0","0","0","Diving"
"Brigita Virbalyte","Lithuania","27","164","50","F","2/1/1985","0","0","0","0","Athletics"
"Nina Vislova","Russian Federation","25","172","57","F","10/4/1986","0","0","0","0","Badminton"
"Leandro Vissotto Neves","Brazil","29","212","97","M","4/30/1983","0","0","0","0","Volleyball"
"Donata Vistartaite","Lithuania","23","170","65","F","6/11/1989","0","0","0","0","Rowing"
"Eva Viteckova","Czech Republic","30","190","80","F","1/26/1982","0","0","0","0","Basketball"
"Michelle Vittese","United States of America","22","160","58","F","12/6/1989","0","0","0","0","Hockey"
"Lisa Vitting","Germany","21","185","74","F","7/9/1991","0","0","0","0","Swimming"
"Maksim Vitus","Belarus","23","178","68","M","2/11/1989","0","0","0","0","Football"
"Tabare Viudez","Uruguay","22","164","64","M","9/8/1989","0","0","0","0","Football"
"Juan Manuel Vivaldi","Argentina","33","180","80","M","7/17/1979","0","0","0","0","Hockey"
"Borja Vivas","Spain","28","204","139","M","5/26/1984","0","0","0","0","Athletics"
"Elia Viviani","Italy","23","177","70","M","2/7/1989","0","0","0","0","Cycling - Road, Cycling - Track"
"Nicola Vizzoni","Italy","38","193","130","M","11/4/1973","0","0","0","0","Athletics"
"Zachary Vlahos","United States of America","23","175","55","M","8/19/1988","0","0","0","0","Rowing"
"Roman Vlasov","Russian Federation","21","170","74","M","10/6/1990","0","0","0","0","Wrestling"
"Erik Vlcek","Slovakia","30","189","90","M","12/29/1981","0","0","0","0","Canoe Sprint"
"Radka Vodickova","Czech Republic","27","171","55","F","11/7/1984","0","0","0","0","Triathlon"
"Sergey Vodopiyanov","Russian Federation","24","169","","M","9/20/1987","0","0","0","0","Boxing"
"Natalya Vodopyanova","Russian Federation","31","188","76","F","6/4/1981","0","0","0","0","Basketball"
"Christopher Voelk","Germany","23","179","73","M","9/15/1988","0","0","0","0","Judo"
"Florian Vogel","Switzerland","30","174","66","M","2/18/1982","0","0","0","0","Cycling - Mountain Bike"
"Kristina Vogel","Germany","21","160","62","F","11/10/1990","1","0","0","1","Cycling - Track"
"Renate Voglsang","Austria","41","178","71","F","6/10/1971","0","0","0","0","Equestrian"
"Stephanie Vogt","Liechtenstein","22","165","63","F","2/15/1990","0","0","0","0","Tennis"
"Ruben Oscar Voisard Rezola","Argentina","21","174","82","M","4/21/1991","0","0","0","0","Canoe Sprint"
"Andreas Vojta","Austria","23","189","77","M","6/9/1989","0","0","0","0","Athletics"
"Jaroslav Volf","Czech Republic","32","178","77","M","9/29/1979","0","0","0","0","Canoe Slalom"
"Christos Volikakis","Greece","24","171","83","M","3/25/1988","0","0","0","0","Cycling - Track"
"Zafeirios Volikakis","Greece","23","171","83","M","6/20/1989","0","0","0","0","Cycling - Track"
"Alexander Volkov","Russian Federation","27","210","95","M","2/14/1985","0","0","0","0","Volleyball"
"Dana Vollmer","United States of America","24","183","68","F","11/13/1987","2","0","0","2","Swimming"
"Marina Volnova","Kazakhstan","23","170","","F","7/26/1989","0","0","0","0","Boxing"
"Lubov Volosova","Russian Federation","29","165","63","F","8/16/1982","0","0","0","0","Wrestling"
"Christian Vom Lehn","Germany","20","190","78","M","4/14/1992","0","0","0","0","Swimming"
"Henrik von Eckermann","Sweden","31","186","77","M","5/25/1981","0","0","0","0","Equestrian"
"Casper von Folsach","Denmark","19","193","78","M","3/30/1993","0","0","0","0","Cycling - Track"
"Jonas von Geijer","Sweden","31","178","70","M","4/17/1981","0","0","0","0","Sailing"
"Andre Vonarburg","Switzerland","34","195","100","M","1/16/1978","0","0","0","0","Rowing"
"Igor Vori","Croatia","31","203","114","M","9/20/1980","0","0","0","0","Handball"
"Natalia Vorobeva","Russian Federation","21","176","72","F","5/27/1991","0","0","0","0","Wrestling"
"Victoria Voronina","Russian Federation","24","167","","F","2/24/1988","0","0","0","0","Trampoline"
"Andrei Voronkov","Belarus","23","185","77","M","2/8/1989","0","0","0","0","Football"
"Evgeny Voronov","Russian Federation","26","194","95","M","5/7/1986","0","0","0","0","Basketball"
"Anzela Voronova","Estonia","43","170","72","F","10/4/1968","0","0","0","0","Shooting"
"Ingmar Vos","Netherlands","26","186","80","M","5/28/1986","0","0","0","0","Athletics"
"Marianne Vos","Netherlands","25","169","52","F","5/13/1987","1","0","0","1","Cycling - Road"
"Galina Voskoboeva","Kazakhstan","27","184","70","F","12/18/1984","0","0","0","0","Tennis"
"Vassiliki Vougiouka","Greece","26","180","68","F","6/20/1986","0","0","0","0","Fencing"
"Manthos Voulgarakis","Greece","32","188","104","M","3/14/1980","0","0","0","0","Water Polo"
"Kristel Vourna","Greece","20","175","61","F","2/11/1992","0","0","0","0","Swimming"
"Filipp Voytekhovich","Belarus","22","187","73","M","3/26/1990","0","0","0","0","Football"
"Anna Vozakova","Russian Federation","23","176","72","F","2/27/1989","0","0","0","0","Beach Volleyball"
"Tjasa Vozel","Slovenia","18","171","57","F","7/14/1994","0","0","0","0","Swimming"
"Raghunath Vr","India","23","","","M","11/1/1988","0","0","0","0","Hockey"
"Miroslav Vrastil Jr","Czech Republic","29","184","73","M","10/17/1982","0","0","0","0","Rowing"
"Shannon Vreeland","United States of America","20","188","79","F","11/15/1991","1","0","0","1","Swimming"
"Jur Vrieling","Netherlands","43","189","80","M","7/31/1969","0","0","0","0","Equestrian"
"Marija Vrsaljko","Croatia","22","196","80","F","8/8/1989","0","0","0","0","Basketball"
"Nenad Vuckovic","Serbia","31","192","97","M","8/23/1980","0","0","0","0","Handball"
"Marko Vujin","Serbia","27","197","104","M","12/7/1984","0","0","0","0","Handball"
"Marina Vukcevic","Montenegro","18","175","69","F","8/24/1993","0","0","0","0","Handball"
"Christina Vukicevic","Norway","25","","","F","6/18/1987","0","0","0","0","Athletics"
"Drago Vukovic","Croatia","29","194","93","M","8/3/1983","0","0","0","0","Handball"
"Miljan Vukovic","Serbia","22","192","90","M","1/10/1990","0","0","0","0","Rowing"
"Arkady Vyatchanin","Russian Federation","28","202","91","M","4/4/1984","0","0","0","0","Swimming"
"Elena Vystropova","Azerbaijan","23","174","","F","11/3/1988","0","0","0","0","Boxing"
"Vadim Kaptur","Belarus","25","174","67","M","7/12/1987","0","0","0","0","Diving"
"Valentin Hristov","Azerbaijan","18","156","56","M","3/30/1994","0","0","1","1","Weightlifting"
"Valentin Kruglyakov","Russian Federation","26","188","85","M","8/22/1985","0","0","0","0","Athletics"
"Valentyna Horpynych Zhudina","Ukraine","29","161","47","F","3/12/1983","0","0","0","0","Athletics"
"Valerii Dymo","Ukraine","26","179","74","M","9/9/1985","0","0","0","0","Swimming"
"Vavrinec Hradilek","Czech Republic","25","168","78","M","3/10/1987","0","1","0","1","Canoe Slalom"
"Veronika Popova","Russian Federation","21","182","65","F","1/20/1991","0","0","0","0","Swimming"
"Vesna Dzukic","Slovenia","26","163","56","F","1/1/1986","0","0","0","0","Judo"
"Vicente Orlando Huacon Alvarado","Ecuador","23","169","66","M","4/5/1989","0","0","0","0","Wrestling"
"Victoria Poon","Canada","27","184","73","F","10/12/1984","0","0","0","0","Swimming"
"Ville Lang","Finland","27","177","75","M","2/14/1985","0","0","0","0","Badminton"
"Vincent Hancock","United States of America","23","173","77","M","3/19/1989","1","0","0","1","Shooting"
"Viola Jelagat Kibiwot","Kenya","28","165","48","F","12/22/1983","0","0","0","0","Athletics"
"Vitaly Fokeev","Russian Federation","38","180","86","M","2/15/1974","0","0","0","0","Shooting"
"Vitiny Hemthon","Cambodia","18","163","52","F","9/7/1993","0","0","0","0","Swimming"
"Vladimer Gegeshidze","Georgia","27","190","84","M","2/10/1985","0","0","0","0","Wrestling"
"Vladimir Dyatchin","Russian Federation","29","188","82","M","10/14/1982","0","0","0","0","Swimming"
"Vladimir Khvashchinsky","Belarus","22","182","70","M","5/10/1990","0","0","0","0","Football"
"Vyacheslav Podlesnyy","Kazakhstan","34","156","76","M","9/21/1977","0","0","0","0","Shooting"
"Przemyslaw Wacha","Poland","31","181","80","M","1/31/1981","0","0","0","0","Badminton"
"Jenaya Wade-Fray","Great Britain","23","175","65","F","9/5/1988","0","0","0","0","Basketball"
"Karim Wagih","Egypt","31","181","85","M","1/1/1981","0","0","0","0","Shooting"
"Benedikt Wagner","Germany","22","191","90","M","6/14/1990","0","0","0","0","Fencing"
"Marion Wagner","Germany","34","178","60","F","2/1/1978","0","0","0","0","Athletics"
"Stepan Wagner","Czech Republic","30","187","79","M","10/5/1981","0","0","0","0","Athletics"
"Katrin Wagner-Augustin","Germany","34","179","72","F","10/13/1977","0","0","0","0","Canoe Sprint"
"Hedaya Wahba","Egypt","19","156","","F","4/21/1993","0","0","0","0","Taekwondo"
"Chris Meke Walasi","Solomon Islands","32","","","M","5/18/1980","0","0","0","0","Athletics"
"Keshorn Walcott","Trinidad and Tobago","19","183","90","M","4/2/1993","0","0","0","0","Athletics"
"Marta Walczykiewicz","Poland","25","165","62","F","8/1/1987","0","0","0","0","Canoe Sprint"
"Abigail Walker","Great Britain","30","175","72","F","1/29/1982","0","0","0","0","Hockey"
"Brad Walker","United States of America","31","188","86","M","6/21/1981","0","0","0","0","Athletics"
"Jess Walker","Great Britain","22","177","72","F","6/24/1990","0","0","0","0","Canoe Sprint"
"Melaine Walker","Jamaica","29","163","53","F","1/1/1983","0","0","0","0","Athletics"
"Sarah Walker","New Zealand","24","176","76","F","7/10/1988","0","0","0","0","Cycling - BMX"
"Chris Walker-Hebborn","Great Britain","22","184","80","M","7/1/1990","0","0","0","0","Swimming"
"Ken Wallace","Australia","29","190","90","M","7/26/1983","0","0","0","0","Canoe Sprint"
"Tessa Wallace","Australia","18","172","59","F","9/9/1993","0","0","0","0","Swimming"
"Tim Wallburger","Germany","22","191","95","M","8/18/1989","0","0","0","0","Swimming"
"Angelica Wallen","Sweden","26","172","","F","4/11/1986","0","0","0","0","Handball"
"Jack Waller","Great Britain","22","187","95","M","10/6/1989","0","0","0","0","Water Polo"
"Kate Walsh","Great Britain","32","171","65","F","5/9/1980","0","0","0","0","Hockey"
"Kerri Walsh Jennings","United States of America","33","188","71","F","8/15/1978","0","0","0","0","Beach Volleyball"
"Sally Walton","Great Britain","31","180","68","F","6/10/1981","0","0","0","0","Hockey"
"Abby Wambach","United States of America","32","178","81","F","6/2/1980","0","0","0","0","Football"
"Aichen Wang","People's Republic of China","27","187","74","M","3/28/1985","0","0","0","0","Sailing"
"Cheng-Pang Wang","Taipei (Chinese Taipei)","25","178","86","M","1/12/1987","0","0","0","0","Archery"
"Chengxiang Wang","People's Republic of China","20","183","78","M","7/21/1992","0","0","0","0","Swimming"
"Eugene Wang","Canada","26","174","85","M","11/13/1985","0","0","0","0","Table Tennis"
"Guan Wang","People's Republic of China","25","184","77","M","2/16/1987","0","0","0","0","Modern Pentathlon"
"Haibing Wang","People's Republic of China","14","180","64","F","9/7/1997","0","0","0","0","Swimming"
"Hao Wang","People's Republic of China","19","156","50","F","12/26/1992","1","0","0","1","Diving"
"Hao Wang","People's Republic of China","28","175","78","M","12/15/1983","0","1","0","1","Table Tennis"
"Hui Wang","People's Republic of China","28","165","57","F","7/7/1984","0","0","0","0","Judo"
"Jiali Wang","People's Republic of China","26","160","50","F","2/1/1986","0","0","0","0","Athletics"
"Jiao Wang","People's Republic of China","24","177","73","F","1/4/1988","0","0","0","0","Wrestling"
"Jingzhi Wang","People's Republic of China","29","197","98","M","8/28/1982","0","0","0","0","Fencing"
"Ki-Chun Wang","Republic of Korea","23","171","73","M","9/13/1988","0","0","0","0","Judo"
"Mengyu Wang","People's Republic of China","20","170","70","F","5/25/1992","0","0","0","0","Hockey"
"Min Wang","People's Republic of China","22","183","78","F","2/16/1990","0","0","0","0","Rowing"
